id,source_type,source_id,relation,target_type,target_id,confidence,provenance
edge_0038377,Evidence,ev_cbc_008164_dd375a82d4,FROM_SOURCE,Source,src_harrison_pdf,1.0,kb_pdf
edge_0038378,Evidence,ev_cbc_008164_dd375a82d4,BELONGS_TO_PANEL,Panel,panel_cbc,1.0,kb_pdf
edge_0038379,Evidence,ev_cbc_008164_dd375a82d4,MENTIONS_TEST,Test,test_LYMPH,0.95,kb_pdf
edge_0038380,Evidence,ev_cbc_008164_dd375a82d4,MENTIONS_TOPIC,Topic,topic_infection,0.8,kb_pdf
edge_0038381,Evidence,ev_cbc_008164_dd375a82d4,MENTIONS_TOPIC,Topic,topic_inflammation,0.8,kb_pdf
edge_0038382,Evidence,ev_cbc_008164_dd375a82d4,SUPPORTS,Condition,cond_infection,0.75,kb_pdf
edge_0038383,Evidence,ev_cbc_008164_dd375a82d4,SUPPORTS,Condition,cond_inflammation,0.75,kb_pdf
edge_0038384,Evidence,ev_cbc_008165_c691d00bb6,FROM_SOURCE,Source,src_harrison_pdf,1.0,kb_pdf
edge_0038385,Evidence,ev_cbc_008165_c691d00bb6,BELONGS_TO_PANEL,Panel,panel_cbc,1.0,kb_pdf
edge_0038386,Evidence,ev_cbc_008165_c691d00bb6,MENTIONS_TOPIC,Topic,topic_infection,0.8,kb_pdf
edge_0038387,Evidence,ev_cbc_008165_c691d00bb6,SUPPORTS,Condition,cond_bone_mineral_disorder,0.75,kb_pdf
edge_0038388,Evidence,ev_cbc_008165_c691d00bb6,SUPPORTS,Condition,cond_infection,0.75,kb_pdf
edge_0038389,Evidence,ev_cbc_008165_c691d00bb6,SUPPORTS,Condition,cond_viral_infection,0.75,kb_pdf
edge_0038390,Evidence,ev_cbc_008166_4f284c506c,FROM_SOURCE,Source,src_harrison_pdf,1.0,kb_pdf
edge_0038391,Evidence,ev_cbc_008166_4f284c506c,BELONGS_TO_PANEL,Panel,panel_cbc,1.0,kb_pdf
edge_0038392,Evidence,ev_cbc_008167_5f34a163a6,FROM_SOURCE,Source,src_harrison_pdf,1.0,kb_pdf
edge_0038393,Evidence,ev_cbc_008167_5f34a163a6,BELONGS_TO_PANEL,Panel,panel_cbc,1.0,kb_pdf
edge_0038394,Evidence,ev_cbc_008168_cf76b34e76,FROM_SOURCE,Source,src_harrison_pdf,1.0,kb_pdf
edge_0038395,Evidence,ev_cbc_008168_cf76b34e76,BELONGS_TO_PANEL,Panel,panel_cbc,1.0,kb_pdf
edge_0038396,Evidence,ev_cbc_008168_cf76b34e76,MENTIONS_TOPIC,Topic,topic_infection,0.8,kb_pdf
edge_0038397,Evidence,ev_cbc_008168_cf76b34e76,MENTIONS_TOPIC,Topic,topic_inflammation,0.8,kb_pdf
edge_0038398,Evidence,ev_cbc_008168_cf76b34e76,SUPPORTS,Condition,cond_hyperglycemia,0.75,kb_pdf
edge_0038399,Evidence,ev_cbc_008168_cf76b34e76,SUPPORTS,Condition,cond_infection,0.75,kb_pdf
edge_0038400,Evidence,ev_cbc_008168_cf76b34e76,SUPPORTS,Condition,cond_inflammation,0.75,kb_pdf
edge_0038401,Evidence,ev_cbc_008168_cf76b34e76,SUPPORTS,Condition,cond_renal_impairment,0.75,kb_pdf
edge_0038402,Evidence,ev_cbc_008169_cf90c28475,FROM_SOURCE,Source,src_harrison_pdf,1.0,kb_pdf
edge_0038403,Evidence,ev_cbc_008169_cf90c28475,BELONGS_TO_PANEL,Panel,panel_cbc,1.0,kb_pdf
edge_0038404,Evidence,ev_cbc_008169_cf90c28475,MENTIONS_TOPIC,Topic,topic_infection,0.8,kb_pdf
edge_0038405,Evidence,ev_cbc_008169_cf90c28475,SUPPORTS,Condition,cond_infection,0.75,kb_pdf
edge_0038406,Evidence,ev_cbc_008170_64d8dd9b05,FROM_SOURCE,Source,src_harrison_pdf,1.0,kb_pdf
edge_0038407,Evidence,ev_cbc_008170_64d8dd9b05,BELONGS_TO_PANEL,Panel,panel_cbc,1.0,kb_pdf
edge_0038408,Evidence,ev_cbc_008170_64d8dd9b05,MENTIONS_TOPIC,Topic,topic_infection,0.8,kb_pdf
edge_0038409,Evidence,ev_cbc_008170_64d8dd9b05,SUPPORTS,Condition,cond_infection,0.75,kb_pdf
edge_0038410,Evidence,ev_cbc_008171_bfd7621a35,FROM_SOURCE,Source,src_harrison_pdf,1.0,kb_pdf
edge_0038411,Evidence,ev_cbc_008171_bfd7621a35,BELONGS_TO_PANEL,Panel,panel_cbc,1.0,kb_pdf
edge_0038412,Evidence,ev_cbc_008171_bfd7621a35,MENTIONS_TOPIC,Topic,topic_infection,0.8,kb_pdf
edge_0038413,Evidence,ev_cbc_008171_bfd7621a35,MENTIONS_TOPIC,Topic,topic_inflammation,0.8,kb_pdf
edge_0038414,Evidence,ev_cbc_008171_bfd7621a35,SUPPORTS,Condition,cond_hyperglycemia,0.75,kb_pdf
edge_0038415,Evidence,ev_cbc_008171_bfd7621a35,SUPPORTS,Condition,cond_infection,0.75,kb_pdf
edge_0038416,Evidence,ev_cbc_008171_bfd7621a35,SUPPORTS,Condition,cond_inflammation,0.75,kb_pdf
edge_0038417,Evidence,ev_cbc_008171_bfd7621a35,SUPPORTS,Condition,cond_renal_impairment,0.75,kb_pdf
edge_0038418,Evidence,ev_cbc_008172_e7216b393d,FROM_SOURCE,Source,src_harrison_pdf,1.0,kb_pdf
edge_0038419,Evidence,ev_cbc_008172_e7216b393d,BELONGS_TO_PANEL,Panel,panel_cbc,1.0,kb_pdf
edge_0038420,Evidence,ev_cbc_008172_e7216b393d,MENTIONS_TEST,Test,test_PLT,0.95,kb_pdf
edge_0038421,Evidence,ev_cbc_008172_e7216b393d,MENTIONS_TEST,Test,test_RBC,0.95,kb_pdf
edge_0038422,Evidence,ev_cbc_008172_e7216b393d,MENTIONS_TOPIC,Topic,topic_anemia,0.8,kb_pdf
edge_0038423,Evidence,ev_cbc_008172_e7216b393d,SUPPORTS,Condition,cond_anemia,0.75,kb_pdf
edge_0038424,Evidence,ev_cbc_008172_e7216b393d,SUPPORTS,Condition,cond_hemolytic_anemia,0.75,kb_pdf
edge_0038425,Evidence,ev_cbc_008172_e7216b393d,SUPPORTS,Condition,cond_thrombocytopenia,0.75,kb_pdf
edge_0038426,Evidence,ev_cbc_008173_949bd7ada0,FROM_SOURCE,Source,src_harrison_pdf,1.0,kb_pdf
edge_0038427,Evidence,ev_cbc_008173_949bd7ada0,BELONGS_TO_PANEL,Panel,panel_cbc,1.0,kb_pdf
edge_0038428,Evidence,ev_cbc_008173_949bd7ada0,MENTIONS_TOPIC,Topic,topic_anemia,0.8,kb_pdf
edge_0038429,Evidence,ev_cbc_008173_949bd7ada0,MENTIONS_TOPIC,Topic,topic_infection,0.8,kb_pdf
edge_0038430,Evidence,ev_cbc_008173_949bd7ada0,SUPPORTS,Condition,cond_anemia,0.75,kb_pdf
edge_0038431,Evidence,ev_cbc_008173_949bd7ada0,SUPPORTS,Condition,cond_hemolytic_anemia,0.75,kb_pdf
edge_0038432,Evidence,ev_cbc_008173_949bd7ada0,SUPPORTS,Condition,cond_infection,0.75,kb_pdf
edge_0038433,Evidence,ev_cbc_008174_160c87b5eb,FROM_SOURCE,Source,src_harrison_pdf,1.0,kb_pdf
edge_0038434,Evidence,ev_cbc_008174_160c87b5eb,BELONGS_TO_PANEL,Panel,panel_cbc,1.0,kb_pdf
edge_0038435,Evidence,ev_cbc_008174_160c87b5eb,MENTIONS_TOPIC,Topic,topic_infection,0.8,kb_pdf
edge_0038436,Evidence,ev_cbc_008174_160c87b5eb,SUPPORTS,Condition,cond_bacterial_infection,0.75,kb_pdf
edge_0038437,Evidence,ev_cbc_008174_160c87b5eb,SUPPORTS,Condition,cond_infection,0.75,kb_pdf
edge_0038438,Evidence,ev_cbc_008175_0b1b2379ae,FROM_SOURCE,Source,src_harrison_pdf,1.0,kb_pdf
edge_0038439,Evidence,ev_cbc_008175_0b1b2379ae,BELONGS_TO_PANEL,Panel,panel_cbc,1.0,kb_pdf
edge_0038440,Evidence,ev_cbc_008175_0b1b2379ae,MENTIONS_TOPIC,Topic,topic_infection,0.8,kb_pdf
edge_0038441,Evidence,ev_cbc_008175_0b1b2379ae,MENTIONS_TOPIC,Topic,topic_inflammation,0.8,kb_pdf
edge_0038442,Evidence,ev_cbc_008175_0b1b2379ae,SUPPORTS,Condition,cond_infection,0.75,kb_pdf
edge_0038443,Evidence,ev_cbc_008175_0b1b2379ae,SUPPORTS,Condition,cond_inflammation,0.75,kb_pdf
edge_0038444,Evidence,ev_cbc_008176_49ffe8ae7d,FROM_SOURCE,Source,src_harrison_pdf,1.0,kb_pdf
edge_0038445,Evidence,ev_cbc_008176_49ffe8ae7d,BELONGS_TO_PANEL,Panel,panel_cbc,1.0,kb_pdf
edge_0038446,Evidence,ev_cbc_008176_49ffe8ae7d,MENTIONS_TOPIC,Topic,topic_infection,0.8,kb_pdf
edge_0038447,Evidence,ev_cbc_008176_49ffe8ae7d,SUPPORTS,Condition,cond_infection,0.75,kb_pdf
edge_0038448,Evidence,ev_cbc_008176_49ffe8ae7d,SUPPORTS,Condition,cond_viral_infection,0.75,kb_pdf
edge_0038449,Evidence,ev_cbc_008177_e2edcef7cb,FROM_SOURCE,Source,src_harrison_pdf,1.0,kb_pdf
edge_0038450,Evidence,ev_cbc_008177_e2edcef7cb,BELONGS_TO_PANEL,Panel,panel_cbc,1.0,kb_pdf
edge_0038451,Evidence,ev_cbc_008177_e2edcef7cb,MENTIONS_TOPIC,Topic,topic_infection,0.8,kb_pdf
edge_0038452,Evidence,ev_cbc_008177_e2edcef7cb,MENTIONS_TOPIC,Topic,topic_inflammation,0.8,kb_pdf
edge_0038453,Evidence,ev_cbc_008177_e2edcef7cb,SUPPORTS,Condition,cond_infection,0.75,kb_pdf
edge_0038454,Evidence,ev_cbc_008177_e2edcef7cb,SUPPORTS,Condition,cond_inflammation,0.75,kb_pdf
edge_0038455,Evidence,ev_cbc_008178_baadbc07c5,FROM_SOURCE,Source,src_harrison_pdf,1.0,kb_pdf
edge_0038456,Evidence,ev_cbc_008178_baadbc07c5,BELONGS_TO_PANEL,Panel,panel_cbc,1.0,kb_pdf
edge_0038457,Evidence,ev_cbc_008178_baadbc07c5,MENTIONS_TOPIC,Topic,topic_infection,0.8,kb_pdf
edge_0038458,Evidence,ev_cbc_008178_baadbc07c5,SUPPORTS,Condition,cond_infection,0.75,kb_pdf
edge_0038459,Evidence,ev_cbc_008179_1f06528f05,FROM_SOURCE,Source,src_harrison_pdf,1.0,kb_pdf
edge_0038460,Evidence,ev_cbc_008179_1f06528f05,BELONGS_TO_PANEL,Panel,panel_cbc,1.0,kb_pdf
edge_0038461,Evidence,ev_cbc_008179_1f06528f05,MENTIONS_TEST,Test,test_MONO,0.95,kb_pdf
edge_0038462,Evidence,ev_cbc_008179_1f06528f05,MENTIONS_TOPIC,Topic,topic_bleeding,0.8,kb_pdf
edge_0038463,Evidence,ev_cbc_008179_1f06528f05,MENTIONS_TOPIC,Topic,topic_coagulation,0.8,kb_pdf
edge_0038464,Evidence,ev_cbc_008179_1f06528f05,MENTIONS_TOPIC,Topic,topic_inflammation,0.8,kb_pdf
edge_0038465,Evidence,ev_cbc_008179_1f06528f05,SUPPORTS,Condition,cond_bleeding_risk,0.75,kb_pdf
edge_0038466,Evidence,ev_cbc_008179_1f06528f05,SUPPORTS,Condition,cond_coagulation_disorder,0.75,kb_pdf
edge_0038467,Evidence,ev_cbc_008179_1f06528f05,SUPPORTS,Condition,cond_inflammation,0.75,kb_pdf
edge_0038468,Evidence,ev_cbc_008180_9d202f72c2,FROM_SOURCE,Source,src_harrison_pdf,1.0,kb_pdf
edge_0038469,Evidence,ev_cbc_008180_9d202f72c2,BELONGS_TO_PANEL,Panel,panel_cbc,1.0,kb_pdf
edge_0038470,Evidence,ev_cbc_008180_9d202f72c2,MENTIONS_TOPIC,Topic,topic_infection,0.8,kb_pdf
edge_0038471,Evidence,ev_cbc_008180_9d202f72c2,SUPPORTS,Condition,cond_infection,0.75,kb_pdf
edge_0038472,Evidence,ev_cbc_008181_db0be7fb7b,FROM_SOURCE,Source,src_harrison_pdf,1.0,kb_pdf
edge_0038473,Evidence,ev_cbc_008181_db0be7fb7b,BELONGS_TO_PANEL,Panel,panel_cbc,1.0,kb_pdf
edge_0038474,Evidence,ev_cbc_008181_db0be7fb7b,MENTIONS_TEST,Test,test_LYMPH,0.95,kb_pdf
edge_0038475,Evidence,ev_cbc_008181_db0be7fb7b,MENTIONS_TOPIC,Topic,topic_infection,0.8,kb_pdf
edge_0038476,Evidence,ev_cbc_008181_db0be7fb7b,SUPPORTS,Condition,cond_infection,0.75,kb_pdf
edge_0038477,Evidence,ev_cbc_008182_454da68dcd,FROM_SOURCE,Source,src_harrison_pdf,1.0,kb_pdf
edge_0038478,Evidence,ev_cbc_008182_454da68dcd,BELONGS_TO_PANEL,Panel,panel_cbc,1.0,kb_pdf
edge_0038479,Evidence,ev_cbc_008182_454da68dcd,MENTIONS_TOPIC,Topic,topic_infection,0.8,kb_pdf
edge_0038480,Evidence,ev_cbc_008182_454da68dcd,MENTIONS_TOPIC,Topic,topic_inflammation,0.8,kb_pdf
edge_0038481,Evidence,ev_cbc_008182_454da68dcd,SUPPORTS,Condition,cond_infection,0.75,kb_pdf
edge_0038482,Evidence,ev_cbc_008182_454da68dcd,SUPPORTS,Condition,cond_inflammation,0.75,kb_pdf
edge_0038483,Evidence,ev_cbc_008183_1b59e9b3a7,FROM_SOURCE,Source,src_harrison_pdf,1.0,kb_pdf
edge_0038484,Evidence,ev_cbc_008183_1b59e9b3a7,BELONGS_TO_PANEL,Panel,panel_cbc,1.0,kb_pdf
edge_0038485,Evidence,ev_cbc_008184_ba46e8dc81,FROM_SOURCE,Source,src_harrison_pdf,1.0,kb_pdf
edge_0038486,Evidence,ev_cbc_008184_ba46e8dc81,BELONGS_TO_PANEL,Panel,panel_cbc,1.0,kb_pdf
edge_0038487,Evidence,ev_cbc_008184_ba46e8dc81,MENTIONS_TEST,Test,test_WBC,0.95,kb_pdf
edge_0038488,Evidence,ev_cbc_008184_ba46e8dc81,MENTIONS_TOPIC,Topic,topic_infection,0.8,kb_pdf
edge_0038489,Evidence,ev_cbc_008184_ba46e8dc81,SUPPORTS,Condition,cond_infection,0.75,kb_pdf
edge_0038490,Evidence,ev_cbc_008185_5a651e4ae7,FROM_SOURCE,Source,src_harrison_pdf,1.0,kb_pdf
edge_0038491,Evidence,ev_cbc_008185_5a651e4ae7,BELONGS_TO_PANEL,Panel,panel_cbc,1.0,kb_pdf
edge_0038492,Evidence,ev_cbc_008185_5a651e4ae7,MENTIONS_TOPIC,Topic,topic_infection,0.8,kb_pdf
edge_0038493,Evidence,ev_cbc_008185_5a651e4ae7,MENTIONS_TOPIC,Topic,topic_inflammation,0.8,kb_pdf
edge_0038494,Evidence,ev_cbc_008185_5a651e4ae7,SUPPORTS,Condition,cond_infection,0.75,kb_pdf
edge_0038495,Evidence,ev_cbc_008185_5a651e4ae7,SUPPORTS,Condition,cond_inflammation,0.75,kb_pdf
edge_0038496,Evidence,ev_cbc_008186_dfb9d8d26a,FROM_SOURCE,Source,src_harrison_pdf,1.0,kb_pdf
edge_0038497,Evidence,ev_cbc_008186_dfb9d8d26a,BELONGS_TO_PANEL,Panel,panel_cbc,1.0,kb_pdf
edge_0038498,Evidence,ev_cbc_008186_dfb9d8d26a,MENTIONS_TOPIC,Topic,topic_bone_marrow,0.8,kb_pdf
edge_0038499,Evidence,ev_cbc_008186_dfb9d8d26a,MENTIONS_TOPIC,Topic,topic_infection,0.8,kb_pdf
edge_0038500,Evidence,ev_cbc_008186_dfb9d8d26a,SUPPORTS,Condition,cond_bone_marrow_disorder,0.75,kb_pdf
edge_0038501,Evidence,ev_cbc_008186_dfb9d8d26a,SUPPORTS,Condition,cond_infection,0.75,kb_pdf
edge_0038502,Evidence,ev_cbc_008187_21ae73126f,FROM_SOURCE,Source,src_harrison_pdf,1.0,kb_pdf
edge_0038503,Evidence,ev_cbc_008187_21ae73126f,BELONGS_TO_PANEL,Panel,panel_cbc,1.0,kb_pdf
edge_0038504,Evidence,ev_cbc_008187_21ae73126f,MENTIONS_TOPIC,Topic,topic_bone_marrow,0.8,kb_pdf
edge_0038505,Evidence,ev_cbc_008187_21ae73126f,MENTIONS_TOPIC,Topic,topic_infection,0.8,kb_pdf
edge_0038506,Evidence,ev_cbc_008187_21ae73126f,SUPPORTS,Condition,cond_bone_marrow_disorder,0.75,kb_pdf
edge_0038507,Evidence,ev_cbc_008187_21ae73126f,SUPPORTS,Condition,cond_infection,0.75,kb_pdf
edge_0038508,Evidence,ev_cbc_008188_e1250b6a4b,FROM_SOURCE,Source,src_harrison_pdf,1.0,kb_pdf
edge_0038509,Evidence,ev_cbc_008188_e1250b6a4b,BELONGS_TO_PANEL,Panel,panel_cbc,1.0,kb_pdf
edge_0038510,Evidence,ev_cbc_008189_53314ba240,FROM_SOURCE,Source,src_harrison_pdf,1.0,kb_pdf
edge_0038511,Evidence,ev_cbc_008189_53314ba240,BELONGS_TO_PANEL,Panel,panel_cbc,1.0,kb_pdf
edge_0038512,Evidence,ev_cbc_008189_53314ba240,MENTIONS_TEST,Test,test_MONO,0.95,kb_pdf
edge_0038513,Evidence,ev_cbc_008189_53314ba240,MENTIONS_TOPIC,Topic,topic_infection,0.8,kb_pdf
edge_0038514,Evidence,ev_cbc_008189_53314ba240,SUPPORTS,Condition,cond_infection,0.75,kb_pdf
edge_0038515,Evidence,ev_cbc_008190_223268e56a,FROM_SOURCE,Source,src_harrison_pdf,1.0,kb_pdf
edge_0038516,Evidence,ev_cbc_008190_223268e56a,BELONGS_TO_PANEL,Panel,panel_cbc,1.0,kb_pdf
edge_0038517,Evidence,ev_cbc_008190_223268e56a,MENTIONS_TOPIC,Topic,topic_infection,0.8,kb_pdf
edge_0038518,Evidence,ev_cbc_008190_223268e56a,MENTIONS_TOPIC,Topic,topic_inflammation,0.8,kb_pdf
edge_0038519,Evidence,ev_cbc_008190_223268e56a,SUPPORTS,Condition,cond_infection,0.75,kb_pdf
edge_0038520,Evidence,ev_cbc_008190_223268e56a,SUPPORTS,Condition,cond_inflammation,0.75,kb_pdf
edge_0038521,Evidence,ev_cbc_008191_f013d74574,FROM_SOURCE,Source,src_harrison_pdf,1.0,kb_pdf
edge_0038522,Evidence,ev_cbc_008191_f013d74574,BELONGS_TO_PANEL,Panel,panel_cbc,1.0,kb_pdf
edge_0038523,Evidence,ev_cbc_008191_f013d74574,MENTIONS_TOPIC,Topic,topic_infection,0.8,kb_pdf
edge_0038524,Evidence,ev_cbc_008191_f013d74574,SUPPORTS,Condition,cond_infection,0.75,kb_pdf
edge_0038525,Evidence,ev_cbc_008192_20ddb7cd10,FROM_SOURCE,Source,src_harrison_pdf,1.0,kb_pdf
edge_0038526,Evidence,ev_cbc_008192_20ddb7cd10,BELONGS_TO_PANEL,Panel,panel_cbc,1.0,kb_pdf
edge_0038527,Evidence,ev_cbc_008192_20ddb7cd10,MENTIONS_TOPIC,Topic,topic_infection,0.8,kb_pdf
edge_0038528,Evidence,ev_cbc_008192_20ddb7cd10,SUPPORTS,Condition,cond_infection,0.75,kb_pdf
edge_0038529,Evidence,ev_cbc_008193_c8a2ebb3bf,FROM_SOURCE,Source,src_harrison_pdf,1.0,kb_pdf
edge_0038530,Evidence,ev_cbc_008193_c8a2ebb3bf,BELONGS_TO_PANEL,Panel,panel_cbc,1.0,kb_pdf
edge_0038531,Evidence,ev_cbc_008193_c8a2ebb3bf,MENTIONS_TEST,Test,test_LYMPH,0.95,kb_pdf
edge_0038532,Evidence,ev_cbc_008193_c8a2ebb3bf,MENTIONS_TOPIC,Topic,topic_bone_marrow,0.8,kb_pdf
edge_0038533,Evidence,ev_cbc_008193_c8a2ebb3bf,MENTIONS_TOPIC,Topic,topic_infection,0.8,kb_pdf
edge_0038534,Evidence,ev_cbc_008193_c8a2ebb3bf,SUPPORTS,Condition,cond_bone_marrow_disorder,0.75,kb_pdf
edge_0038535,Evidence,ev_cbc_008193_c8a2ebb3bf,SUPPORTS,Condition,cond_infection,0.75,kb_pdf
edge_0038536,Evidence,ev_cbc_008193_c8a2ebb3bf,SUPPORTS,Condition,cond_lymphopenia,0.75,kb_pdf
edge_0038537,Evidence,ev_cbc_008194_24456ea67b,FROM_SOURCE,Source,src_harrison_pdf,1.0,kb_pdf
edge_0038538,Evidence,ev_cbc_008194_24456ea67b,BELONGS_TO_PANEL,Panel,panel_cbc,1.0,kb_pdf
edge_0038539,Evidence,ev_cbc_008194_24456ea67b,MENTIONS_TEST,Test,test_LYMPH,0.95,kb_pdf
edge_0038540,Evidence,ev_cbc_008194_24456ea67b,SUPPORTS,Condition,cond_lymphopenia,0.75,kb_pdf
edge_0038541,Evidence,ev_cbc_008195_3adc31dc9e,FROM_SOURCE,Source,src_harrison_pdf,1.0,kb_pdf
edge_0038542,Evidence,ev_cbc_008195_3adc31dc9e,BELONGS_TO_PANEL,Panel,panel_cbc,1.0,kb_pdf
edge_0038543,Evidence,ev_cbc_008195_3adc31dc9e,MENTIONS_TEST,Test,test_LYMPH,0.95,kb_pdf
edge_0038544,Evidence,ev_cbc_008195_3adc31dc9e,SUPPORTS,Condition,cond_lymphocytosis,0.75,kb_pdf
edge_0038545,Evidence,ev_cbc_008195_3adc31dc9e,SUPPORTS,Condition,cond_viral_infection,0.75,kb_pdf
edge_0038546,Evidence,ev_cbc_008196_fac3867565,FROM_SOURCE,Source,src_harrison_pdf,1.0,kb_pdf
edge_0038547,Evidence,ev_cbc_008196_fac3867565,BELONGS_TO_PANEL,Panel,panel_cbc,1.0,kb_pdf
edge_0038548,Evidence,ev_cbc_008196_fac3867565,MENTIONS_TOPIC,Topic,topic_infection,0.8,kb_pdf
edge_0038549,Evidence,ev_cbc_008196_fac3867565,SUPPORTS,Condition,cond_infection,0.75,kb_pdf
edge_0038550,Evidence,ev_cbc_008197_5fc9910ec5,FROM_SOURCE,Source,src_harrison_pdf,1.0,kb_pdf
edge_0038551,Evidence,ev_cbc_008197_5fc9910ec5,BELONGS_TO_PANEL,Panel,panel_cbc,1.0,kb_pdf
edge_0038552,Evidence,ev_cbc_008198_68d6b06d18,FROM_SOURCE,Source,src_harrison_pdf,1.0,kb_pdf
edge_0038553,Evidence,ev_cbc_008198_68d6b06d18,BELONGS_TO_PANEL,Panel,panel_cbc,1.0,kb_pdf
edge_0038554,Evidence,ev_cbc_008198_68d6b06d18,MENTIONS_TOPIC,Topic,topic_infection,0.8,kb_pdf
edge_0038555,Evidence,ev_cbc_008198_68d6b06d18,MENTIONS_TOPIC,Topic,topic_inflammation,0.8,kb_pdf
edge_0038556,Evidence,ev_cbc_008198_68d6b06d18,SUPPORTS,Condition,cond_infection,0.75,kb_pdf
edge_0038557,Evidence,ev_cbc_008198_68d6b06d18,SUPPORTS,Condition,cond_inflammation,0.75,kb_pdf
edge_0038558,Evidence,ev_cbc_008199_3fb60c484c,FROM_SOURCE,Source,src_harrison_pdf,1.0,kb_pdf
edge_0038559,Evidence,ev_cbc_008199_3fb60c484c,BELONGS_TO_PANEL,Panel,panel_cbc,1.0,kb_pdf
edge_0038560,Evidence,ev_cbc_008200_78775cef8e,FROM_SOURCE,Source,src_harrison_pdf,1.0,kb_pdf
edge_0038561,Evidence,ev_cbc_008200_78775cef8e,BELONGS_TO_PANEL,Panel,panel_cbc,1.0,kb_pdf
edge_0038562,Evidence,ev_cbc_008201_55b09c5dff,FROM_SOURCE,Source,src_harrison_pdf,1.0,kb_pdf
edge_0038563,Evidence,ev_cbc_008201_55b09c5dff,BELONGS_TO_PANEL,Panel,panel_cbc,1.0,kb_pdf
edge_0038564,Evidence,ev_cbc_008201_55b09c5dff,MENTIONS_TOPIC,Topic,topic_infection,0.8,kb_pdf
edge_0038565,Evidence,ev_cbc_008201_55b09c5dff,SUPPORTS,Condition,cond_infection,0.75,kb_pdf
edge_0038566,Evidence,ev_cbc_008202_a0253fba8f,FROM_SOURCE,Source,src_harrison_pdf,1.0,kb_pdf
edge_0038567,Evidence,ev_cbc_008202_a0253fba8f,BELONGS_TO_PANEL,Panel,panel_cbc,1.0,kb_pdf
edge_0038568,Evidence,ev_cbc_008203_1c8bed481d,FROM_SOURCE,Source,src_harrison_pdf,1.0,kb_pdf
edge_0038569,Evidence,ev_cbc_008203_1c8bed481d,BELONGS_TO_PANEL,Panel,panel_cbc,1.0,kb_pdf
edge_0038570,Evidence,ev_cbc_008203_1c8bed481d,MENTIONS_TEST,Test,test_LYMPH,0.95,kb_pdf
edge_0038571,Evidence,ev_cbc_008203_1c8bed481d,SUPPORTS,Condition,cond_lymphopenia,0.75,kb_pdf
edge_0038572,Evidence,ev_cbc_008204_5081a29ffb,FROM_SOURCE,Source,src_harrison_pdf,1.0,kb_pdf
edge_0038573,Evidence,ev_cbc_008204_5081a29ffb,BELONGS_TO_PANEL,Panel,panel_cbc,1.0,kb_pdf
edge_0038574,Evidence,ev_cbc_008204_5081a29ffb,MENTIONS_TOPIC,Topic,topic_infection,0.8,kb_pdf
edge_0038575,Evidence,ev_cbc_008204_5081a29ffb,SUPPORTS,Condition,cond_bacterial_infection,0.75,kb_pdf
edge_0038576,Evidence,ev_cbc_008204_5081a29ffb,SUPPORTS,Condition,cond_infection,0.75,kb_pdf
edge_0038577,Evidence,ev_cbc_008205_cc13de1533,FROM_SOURCE,Source,src_harrison_pdf,1.0,kb_pdf
edge_0038578,Evidence,ev_cbc_008205_cc13de1533,BELONGS_TO_PANEL,Panel,panel_cbc,1.0,kb_pdf
edge_0038579,Evidence,ev_cbc_008205_cc13de1533,MENTIONS_TOPIC,Topic,topic_infection,0.8,kb_pdf
edge_0038580,Evidence,ev_cbc_008205_cc13de1533,SUPPORTS,Condition,cond_bacterial_infection,0.75,kb_pdf
edge_0038581,Evidence,ev_cbc_008205_cc13de1533,SUPPORTS,Condition,cond_infection,0.75,kb_pdf
edge_0038582,Evidence,ev_cbc_008206_0f8e0da474,FROM_SOURCE,Source,src_harrison_pdf,1.0,kb_pdf
edge_0038583,Evidence,ev_cbc_008206_0f8e0da474,BELONGS_TO_PANEL,Panel,panel_cbc,1.0,kb_pdf
edge_0038584,Evidence,ev_cbc_008206_0f8e0da474,MENTIONS_TOPIC,Topic,topic_infection,0.8,kb_pdf
edge_0038585,Evidence,ev_cbc_008206_0f8e0da474,SUPPORTS,Condition,cond_infection,0.75,kb_pdf
edge_0038586,Evidence,ev_cbc_008207_c912cd592f,FROM_SOURCE,Source,src_harrison_pdf,1.0,kb_pdf
edge_0038587,Evidence,ev_cbc_008207_c912cd592f,BELONGS_TO_PANEL,Panel,panel_cbc,1.0,kb_pdf
edge_0038588,Evidence,ev_cbc_008207_c912cd592f,MENTIONS_TEST,Test,test_MONO,0.95,kb_pdf
edge_0038589,Evidence,ev_cbc_008207_c912cd592f,MENTIONS_TOPIC,Topic,topic_infection,0.8,kb_pdf
edge_0038590,Evidence,ev_cbc_008207_c912cd592f,MENTIONS_TOPIC,Topic,topic_inflammation,0.8,kb_pdf
edge_0038591,Evidence,ev_cbc_008207_c912cd592f,SUPPORTS,Condition,cond_infection,0.75,kb_pdf
edge_0038592,Evidence,ev_cbc_008207_c912cd592f,SUPPORTS,Condition,cond_inflammation,0.75,kb_pdf
edge_0038593,Evidence,ev_cbc_008208_31d46f3766,FROM_SOURCE,Source,src_harrison_pdf,1.0,kb_pdf
edge_0038594,Evidence,ev_cbc_008208_31d46f3766,BELONGS_TO_PANEL,Panel,panel_cbc,1.0,kb_pdf
edge_0038595,Evidence,ev_cbc_008208_31d46f3766,MENTIONS_TOPIC,Topic,topic_infection,0.8,kb_pdf
